2019,'Lucid Dreams',Juice Wrld
2019,'Mo Bamba',Sheck Wes
2019,'Beautiful People',Ed Sheeran featuring Khalid
2020,'Blinding Lights',The Weeknd
2020,'Circles',Post Malone
2020,'The Box',Roddy Ricch
2020,'Don't Start Now',Dua Lipa
2020,'Rockstar',DaBaby featuring Roddy Ricch
2020,'Adore You',Harry Styles
2020,'Life Is Good',Future featuring Drake
2020,'Memories',Maroon 5
2020,'The Bones',Maren Morris
2020,'Someone You Loved',Lewis Capaldi
2020,'Say So',Doja Cat
2020,'I Hope',Gabby Barrett featuring Charlie Puth
2020,'Whats Poppin',Jack Harlow featuring DaBaby  Tory Lanez and Lil Wayne
2020,'Dance Monkey',Tones and I
2020,'Savage',Megan Thee Stallion featuring Beyoncé
2020,'Roxanne',Arizona Zervas
2020,'Intentions',Justin Bieber featuring Quavo
2020,'Everything I Wanted',Billie Eilish
2020,'Roses (Imanbek remix)',Saint Jhn
2020,'Watermelon Sugar',Harry Styles
2020,'Before You Go',Lewis Capaldi
2020,'Falling',Trevor Daniel
2020,'10 000 Hours',Dan + Shay and Justin Bieber
2020,'WAP',Cardi B featuring Megan Thee Stallion
2020,'Ballin'',Mustard and Roddy Ricch
2020,'Hot Girl Bummer',Blackbear
2020,'Blueberry Faygo',Lil Mosey
2020,'Heartless',The Weeknd
2020,'Bop',DaBaby
2020,'Lose You to Love Me',Selena Gomez
2020,'Good as Hell',Lizzo
2020,'Toosie Slide',Drake
2020,'Break My Heart',Dua Lipa
2020,'Chasin' You',Morgan Wallen
2020,'Savage Love (Laxed - Siren Beat)',Jawsh 685 and Jason 
2020,'No Guidance',Chris Brown featuring Drake
2020,'My Oh My',Camila Cabello featuring DaBaby
2020,'Dynamite',BTS
2020,'Go Crazy',Chris Brown and Young Thug
2020,'High Fashion',Roddy Ricch featuring Mustard
2020,'Laugh Now Cry Later',Drake featuring Lil Durk
2020,'Woah',Lil Baby
2020,'Death Bed',Powfu featuring Beabadoobee
2020,'Senorita',Shawn Mendes and Camila Cab
2020,'Highest in the Room',Travis Scott
2020,'Bad Guy',Billie Eilish
2020,'Mood',24kGoldn featuring Iann Dior
2020,'Rain on Me',Lady Gaga and Ariana Grande
2020,'For the Night',Pop Smoke featuring Lil Baby and DaBaby
2020,'Ritmo (Bad Boys for Life)',Black Eyed Peas and J Balvin
2021,'Levitating',Dua Lipa
2021,'Save Your Tears',The Weeknd and Ariana Grande
2021,'Blinding Lights',The Weeknd
2021,'Mood',24kGoldn featuring Iann Dior
2021,'Good 4 U',Olivia Rodrigo
2021,'Kiss Me More',Doja Cat featuring SZA
2021,'Leave the Door Open',Silk Sonic (Bruno Mars and Anderson .Paak)
2021,'Drivers License',Olivia Rodrigo
2021,'Montero (Call Me by Your Name)',Lil Nas X
2021,'Peaches',Justin Bieber featuring Daniel Caesar and Giveon
2021,'Butter',BTS
2021,'Stay',The Kid Laroi and Justin Bieber
2021,'Deja Vu',Olivia Rodrigo
2021,'Positions',Ariana Grande
2021,'Bad Habits',Ed Sheeran
2021,'Heat Waves',Glass Animals
2021,'Without You',The Kid Laroi
2021,'Forever After All',Luke Combs
2021,'Go Crazy',Chris Brown and Young Thug
2021,'Astronaut in the Ocean',Masked Wolf
2021,'34+35',Ariana Grande featuring Doja Cat and Megan Thee Stallion
2021,'What You Know Bout Love',Pop Smoke
2021,'My Ex's Best Friend',Machine Gun Kelly featuring Blackbear
2021,'Industry Baby',Lil Nas X and Jack Harlow
2021,'Therefore I Am',Billie Eilish
2021,'Up',Cardi B
2021,'Fancy Like',Walker Hayes
2021,'Dakiti',Bad Bunny and Jhay Cortez
2021,'Best Friend',Saweetie featuring Doja Cat
2021,'Rapstar',Polo G
2021,'Heartbreak Anniversary',Giveon
2021,'For the Night',Pop Smoke featuring Lil Baby and DaBaby
2021,'Calling My Phone',Lil Tjay and 6lack
2021,'Beautiful Mistakes',Maroon 5 featuring Megan Thee Stallion
2021,'Holy',Justin Bieber featuring Chance the Rapper
2021,'On Me',Lil Baby
2021,'You Broke Me First',Tate McRae
2021,'Traitor',Olivia Rodrigo
2021,'Back in Blood',Pooh Shiesty featuring Lil Durk
2021,'I Hope',Gabby Barrett featuring Charlie Puth
2021,'Dynamite',BTS
2021,'Wockesha',Moneybagg Yo
2021,'You Right',Doja Cat and the Weeknd
2021,'Beat Box',SpotemGottem featuring Pooh Shiesty or DaBaby
2021,'Laugh Now Cry Later',Drake featuring Lil Durk
2021,'Need to Know',Doja Cat
2021,'Wants and Needs',Drake featuring Lil Baby
2021,'Way 2 Sexy',Drake featuring Future and Young Thug
2021,'Telepatìa',Kali U
2021,'Whoopty',CJ
2022,'Heat Waves',Glass Animals
2022,'As It Was',Harry Styles
2022,'Stay',The Kid Laroi and Justin Bieber
2022,'Easy on Me',Adele
2022,'Shivers',Ed Sheeran
2022,'First Class',Jack Harlow
2022,'Big Energy',Latto
2022,'Ghost',Justin Bieber
2022,'Super Gremlin',Kodak Black
2022,'Cold Heart (Pnau remix)',Elton John and Dua Lipa
2022,'Wait for U',Future featuring Drake and Tems
2022,'About Damn Time',Lizzo
2022,'Bad Habits',Ed Sheeran
2022,'Thats What I Want',Lil Nas X
2022,'Enemy',Imagine Dragons and JID
2022,'Industry Baby',Lil Nas X and Jack Harlow
2022,'ABCDEFU',Gayle
2022,'Need to Know',Doja Cat
2022,'Wasted on You',Morgan Wallen
2022,'Me Porto Bonito',Bad Bunny and Chencho Corleone
2022,'Woman',Doja Cat
2022,'Titì Me Preguntò',Bad Bunny
2022,'Running Up That Hill (A Deal with God)',Kate Bush
2022,'We Don't Talk About Bruno',Carolina Gaitàn  Mauro Castillo  Adassa  Rhenzy Feliz  Diane Guerrero  Stephanie Beatriz and the Encanto 
2022,'Late Night Talking',Harry Styles
2022,'I Like You (A Happier Song)',Post Malone featuring Doja Cat
2022,'You Proof',Morgan Wallen
2022,'Bad Habit',Steve Lacy
2022,'Sunroof',Nicky Youre and Dazy
2022,'One Right Now',Post Malone and the Weeknd
2022,'Good 4 U',Olivia Rodrigo
2022,'Numb Little Bug',Em Beihold
2022,'Jimmy Cooks',Drake featuring 21 Savage
2022,''Til You Can't',Cody Johnson
2022,'Fancy Like',Walker Hayes
2022,'The Kind of Love We Make',Luke Combs
2022,'I Ain't Worried',OneRepublic
2022,'Break My Soul',Beyoncé
2022,'Something in the Orange',Zach Bryan
2022,'Save Your Tears',The Weeknd and Ariana Grande
2022,'Smokin out the Window',Silk Sonic (Bruno Mars and Anderson .Paak)
2022,'Levitating',Dua Lipa
2022,'In a Minute',Lil Baby
2022,'Moscow Mule',Bad Bunny
2022,'You Right',Doja Cat and the Weeknd
2022,'She Had Me at Heads Carolina',Cole Swindell
2022,'Vegas',Doja Cat
2022,'Pushin P',Gunna and Future featuring Young Thug
2022,'Buy Dirt',Jordan Davis and Luke Bryan
2022,'I Hate U',SZA
